股票代號,股票名稱,收盤價,月平均價
"088104","聯詠元大24購06","3.34","3.25"
"088105","玉晶光元大24購02","2.80","2.92"
"088106","群創元大24購03","","0.38"
"088107","群創元大29購01","0.61","0.61"
"088108","天鈺元大24購03","1.39","1.39"
"088109","鴻海法興24購01","1.01","1.19"
"088110","旺宏法興24購01","1.65","1.74"
"088111","聯發科法興24購02","2.40","3.08"
"088112","聯發科法興24購03","2.13","3.09"
"088113","可成法興24購01","0.98","1.11"
"088114","滬深2X國票25購03","1.17","1.13"
"088115","S&P500國票27購01","","1.71"
"088116","A50正2國票25購01","1.23","1.16"
"088118","東鋼國票25購02","0.95","1.14"
"088119","華通國票25購02","2.98","3.73"
"08811P","順德國票24售01","","0.89"
"088121","南亞科國票25購04","0.99","0.89"
"088122","玉晶光國票25購04","2.83","2.94"
"088123","眾達國票25購04","3.75","3.99"
"088124","道瓊銀群益28購01","3.60","3.59"
"088125","大成鋼群益24購02","2.74","2.25"
"088126","聯電群益24購10","3.99","4.15"
"088129","南亞科群益24購01","","1.15"
"08812P","飛宏國票23售02","0.32","0.36"
"088130","聯發科群益24購07","","9.80"
"088131","宏達電群益24購05","","3.38"
"088132","長榮群益27購01","3.86","3.91"
"088133","富邦金群益24購03","","4.59"
"088134","健策群益24購05","5.00","5.08"
"088135","同欣電群益24購01","4.53","4.14"
"088136","緯穎群益24購04","3.90","3.72"
"088137","大立光永豐24購03","","2.28"
"088138","群創永豐25購02","0.37","0.51"
"088139","臻鼎富邦24購01","0.79","1.07"
"08813P","台表科國票24售01","0.94","1.03"
"088140","台泥麥證24購01","1.69","1.76"
"088141","仁寶麥證24購01","0.94","0.95"
"088142","台積電麥證24購10","","17.00"
"088143","台積電麥證26購05","","9.20"
"088144","敦泰麥證25購01","","0.36"
"088146","欣興康和25購02","","1.91"
"088147","景碩康和25購01","1.31","1.71"
"088148","南電康和25購02","","3.35"
"088149","滬深2X元大25購03","1.53","1.39"
"08814P","晶碩國票24售01","0.89","1.03"
"088150","元石油元大28購01","0.83","0.85"
"088151","台達電元大24購10","","2.53"
"088154","台積電元大2A購13","","4.33"
"088155","技嘉元大24購01","","2.92"
"088156","友達元大24購10","0.42","0.48"
"088157","晶華元大24購07","","4.73"
"088158","奇鋐元大24購04","","2.04"
"088159","景碩元大2A購01","","2.13"
"088160","祥碩元大24購05","2.23","2.38"
"088161","瑞昱兆豐24購02","2.09","2.02"
"088162","力積電兆豐24購03","1.11","1.21"
"088163","鴻海台新24購01","0.81","0.93"
"088164","台積電台新24購04","","3.53"
"088167","台灣50凱基27購06","","5.16"
"088168","T50反1凱基2A購02","","0.25"
"088169","中砂凱基24購03","2.06","2.03"
"08816P","矽創國票24售01","","0.88"
"088170","東鹼凱基24購03","1.02","1.13"
"088171","台積電凱基24購25","","7.40"
"088172","台積電凱基24購26","4.78","4.66"
"088173","致茂凱基24購04","1.25","1.56"
"088174","興富發凱基24購01","","1.54"
"088175","天鈺凱基25購02","1.17","1.19"
"088176","南電凱基24購08","4.71","5.77"
"088177","世紀鋼凱基25購01","","3.95"
"08817P","聯發科富邦25售06","","0.49"
"088181","台積電元富27購18","4.37","4.38"
"088183","長榮元富24購19","","2.29"
"088184","長榮元富2A購05","2.68","2.64"
"088185","陽明元富27購05","1.78","1.86"
"088187","欣興第一29購02","2.44","2.59"
"088188","南電第一25購02","3.27","3.55"
"088189","台塑永豐24購01","1.70","1.71"
"08818P","力積電元富23售02","0.43","0.43"
"088190","中砂永豐24購03","1.68","1.66"
"088192","長榮永豐25購02","1.49","1.60"
"088193","漢翔永豐24購01","1.50","1.40"
"088194","欣興永豐25購02","2.03","2.42"
"088195","旺宏國票24購03","","1.96"
"088197","智邦國票25購01","2.52","2.52"
"088198","瑞昱國票24購01","2.81","3.08"
"088199","瑞昱國票25購01","2.87","3.46"
"08819P","南電元富23售05","","0.62"
"088200","長榮國票25購05","1.95","1.98"
"088201","奇鋐國票25購04","","5.70"
"088202","聯詠國票24購01","5.05","4.70"
"088203","欣興國票25購04","","4.71"
"088204","正文國票25購02","2.19","2.32"
"088207","群創兆豐26購01","0.57","0.71"
"088208","華新群益24購07","","3.97"
"088209","台亞群益24購03","0.99","1.05"
"08820P","聯電元大23售51","","0.36"
"088211","欣興群益26購01","2.77","3.29"
"088212","群創群益25購01","","0.58"
"088213","群創群益25購02","","0.36"
"088214","碩天群益24購01","1.85","2.18"
"088215","振樺電群益24購02","0.76","0.94"
"088216","光罩中信26購01","","3.52"
"088217","萬海中信24購02","0.79","0.75"
"088218","愛普中信24購01","1.54","1.81"
"088219","世紀鋼中信24購01","1.37","1.33"
"08821P","台積電元大23售62","1.31","1.42"
"088222","義隆富邦28購02","1.76","1.67"
"088224","台積電元大2A購14","","5.83"
"088225","南亞科元大24購06","","1.36"
"088226","群創元大29購02","","0.82"
"088227","鈺齊元大24購03","1.52","1.33"
"088228","臺股指元大25購66","","2.53"
"088229","台灣50凱基26購08","","4.16"
"08822P","偉詮電元大23售03","","1.38"
"088230","台灣50凱基28購01","6.90","7.44"
"088231","香港2X凱基27購02","3.67","3.78"
"088232","美時凱基26購01","","6.95"
"088233","台積電凱基24購27","","5.40"
"088234","台積電凱基2A購07","6.05","6.00"
"088235","台積電凱基2A購08","","7.35"
"088236","南亞科凱基26購04","1.25","1.21"
"088237","南亞科凱基28購01","","1.76"
"088238","緯創凱基24購01","1.43","1.17"
"088239","南茂凱基24購01","1.24","1.50"
"08823P","景碩元大23售05","0.21","0.20"
"088241","臺股指凱基24購38","","3.91"
"088245","上証2X元富24購01","","2.09"
"088246","滬深2X元富27購01","1.83","1.76"
"088247","華通元富26購01","3.71","4.11"
"08824P","日月光元大23售04","0.42","0.45"
"088250","國泰金元富24購05","","3.06"
"088251","正新麥證24購01","1.43","1.47"
"088253","永豐金麥證24購02","1.29","1.44"
"088255","A50正2國票25購02","1.62","1.52"
"088256","健策國票25購06","4.47","4.32"
"088257","同欣電國票25購02","3.05","2.85"
"088258","中興電永豐24購02","4.82","3.88"
"088259","台積電永豐26購02","4.45","4.66"
"08825P","祥碩元大23售04","1.15","1.13"
"088260","瑞昱永豐25購01","2.57","2.78"
"088261","長榮永豐26購02","","1.66"
"088262","奇鋐永豐24購01","","3.03"
"088263","愛普永豐25購03","1.77","2.25"
"088264","力智永豐25購01","1.72","2.05"
"088265","南電永豐24購01","3.55","4.36"
"088267","道瓊反元富24購01","0.18","0.21"
"088268","裕隆元富25購01","10.50","9.79"
"088269","裕隆麥證24購01","","5.53"
"08826P","鴻海兆豐26售02","0.78","0.75"
"088270","致茂麥證24購01","1.21","1.48"
"088271","啟碁麥證26購01","","0.66"
"088273","裕隆凱基24購03","","7.07"
"088274","大立光凱基25購05","2.98","3.04"
"088275","正文凱基25購02","","0.67"
"088276","乙盛凱基25購02","0.96","1.07"
"088277","南電凱基24購09","3.57","4.45"
"088278","奇鋐富邦26購01","1.12","1.17"
"088279","智易富邦26購01","0.79","0.83"
"08827P","台積電兆豐24售06","0.73","0.75"
"088280","滬深2X群益26購04","3.01","2.87"
"088281","香港2X群益26購01","","4.08"
"088282","裕隆群益24購01","","8.45"
"088283","裕隆群益24購02","","11.10"
"088286","旺宏群益24購03","1.52","1.60"
"088287","長榮群益25購09","1.14","1.15"
"088288","長榮航群益24購09","","3.10"
"088289","國泰金群益24購03","2.26","2.56"
"08828P","聯發科統一24售06","0.49","0.42"
"088290","眾達群益25購01","2.00","2.09"
"088291","愛普群益26購02","2.72","3.42"
"088292","晶心科群益24購01","6.75","6.46"
"088293","矽創群益24購02","","0.93"
"088294","道瓊反元大29購01","","0.32"
"088295","台泥元大24購01","1.61","1.64"
"088296","台達電元大24購12","1.43","1.44"
"088297","台達電元大24購13","","1.88"
"088298","金寶元大24購04","","0.48"
"08829P","萬海統一24售03","","1.00"
"088301","南亞科元大24購07","","0.96"
"088303","可成元大24購05","","0.96"
"088304","建漢元大24購01","1.78","1.91"
"088305","智伸科元大24購01","1.43","1.56"
"088306","眾達元大28購01","1.55","1.59"
"088307","滬深2X國票25購04","2.91","2.76"
"088309","第一銅國票25購01","3.37","3.35"
"08830P","台驊控統一24售02","0.63","0.60"
"088310","金像電國票25購04","2.83","2.85"
"088312","瑞儀國票25購02","2.16","2.33"
"088313","南電國票25購02","6.45","8.17"
"088314","裕隆康和24購01","6.05","5.79"
"088315","長榮航康和24購07","2.19","2.08"
"088316","台灣50永豐25購02","2.79","2.79"
"088317","滬深2X永豐24購02","","2.65"
"088318","裕隆永豐24購01","","4.72"
"08831P","中砂國泰25售01","","2.08"
"088320","香港2X群益26購02","4.94","4.64"
"088321","中興電群益24購02","1.47","1.23"
"088322","鴻海群益24購03","0.50","0.56"
"088323","鴻海群益24購04","0.37","0.53"
"088326","萬海群益24購04","2.12","2.52"
"088327","晶豪科群益24購01","","0.97"
"088329","貿聯群益24購04","0.74","0.75"
"08832P","萬海國泰25售02","1.39","1.57"
"088330","飛捷群益24購02","0.88","1.06"
"088331","世紀鋼群益25購01","1.11","1.03"
"088333","為升兆豐26購01","1.30","1.24"
"088334","台積電兆豐26購08","","3.42"
"088336","華航兆豐26購02","1.88","1.74"
"088337","緯穎兆豐26購01","3.14","2.94"
"08833P","臺股指國泰23售01","0.55","0.61"
"088340","力智統一25購05","","1.66"
"088341","滬深2X凱基24購06","2.39","2.25"
"088344","台積電凱基26購09","","5.75"
"088345","台積電凱基2A購09","","5.02"
"088346","京元電凱基24購01","2.62","2.37"
"088347","敦泰凱基24購03","","0.93"
"088348","天鈺凱基24購04","1.73","1.80"
"088349","眾達凱基28購01","1.46","1.52"
"088350","中租凱基24購03","","4.87"
"088351","南電凱基24購10","","4.55"
"088352","世紀鋼凱基27購01","1.77","1.64"
"088353","香港2X中信27購01","","2.52"
"088354","欣興中信24購05","3.45","4.01"
"088355","T50反1國泰26購02","0.09","0.11"
"088356","台積電國泰26購05","10.90","11.63"
"088357","上証2X富邦25購02","1.54","1.46"
"088358","滬深2X富邦25購01","2.42","2.50"
"088359","新唐富邦26購01","","1.18"
"08835P","瑞昱群益23售01","0.84","0.86"
"088360","南電富邦24購01","","1.66"
"088361","台積電元富27購22","","5.39"
"088362","台積電元富27購23","","6.76"
"088363","欣興元富26購02","","2.44"
"088364","嘉澤元富26購01","4.87","4.62"
"088367","台積電麥證24購12","","10.45"
"088368","台積電麥證28購07","","3.85"
"08836P","南亞科群益23售02","0.17","0.22"
"088370","南亞科麥證24購02","1.15","1.14"
"088373","鈺齊麥證24購01","2.96","2.78"
"088374","中石化法興26購01","1.54","1.60"
"088379","技嘉法興24購01","4.25","2.96"
"08837P","怡利電群益23售04","","0.37"
"088380","萬海法興24購01","2.42","2.41"
"088382","景碩法興26購01","2.63","3.34"
"088383","A50正2元大27購01","2.99","3.09"
"088384","道瓊反元大2A購01","","0.57"
"088386","台積電元大29購18","","5.30"
"088387","宏達電元大24購05","","2.67"
"088388","長榮元大24購37","2.81","2.92"
"088389","景碩元大24購04","2.02","2.73"
"08838P","萬海群益23售08","0.14","0.19"
"088390","群創元大24購04","","0.79"
"088392","GIS元大24購02","2.89","2.76"
"088393","AES元大24購06","3.10","3.39"
"088395","臺股指元大24購41","3.80","3.99"
"088396","臺股指元大24購42","","3.20"
"088398","臺股指元大25購72","2.74","2.67"
"088399","臺股指元大25購73","","2.17"
"08839P","萬海群益23售09","0.54","0.65"
"088400","臺股指元大29購08","2.80","2.86"
"088401","香港2X國票25購05","4.81","4.53"
"088402","道瓊反國票26購02","","0.42"
"088403","中興電國票25購04","4.30","3.50"
"088404","中砂國票25購03","3.10","3.16"
"088405","大成鋼國票25購02","4.36","3.76"
"088406","鴻海國票25購02","0.84","0.93"
"088409","國泰金國票25購03","2.15","2.57"
"08840P","萬海群益23售10","","0.96"
"088410","大立光國票25購05","9.00","9.37"
"088411","台勝科國票25購01","1.95","2.26"
"088412","嘉澤國票25購03","","4.71"
"088413","新唐國票25購06","","3.93"
"088415","台積電統一27購03","","3.21"
"088416","第一銅凱基26購02","","2.25"
"088417","欣興凱基25購07","","2.63"
"088418","中租凱基25購02","","4.13"
"088419","康舒凱基25購01","2.05","1.96"
"08841P","富邦金群益24售01","","0.22"
"088420","AES凱基25購04","3.92","4.92"
"088421","金像電永豐25購01","2.12","2.24"
"088422","聯發科永豐25購02","","2.67"
"088424","貿聯永豐25購02","1.20","1.19"
"088425","中租永豐25購01","2.82","2.60"
"088426","元晶永豐25購01","1.19","1.13"
"088428","T50反1元大25購09","","0.18"
"088429","T50反1元大26購08","0.18","0.19"
"08842P","聯詠群益23售08","","0.24"
"088430","T50反1元大27購05","","0.20"
"088431","上証2X元大26購01","","1.82"
"088432","香港2X元大25購02","","2.38"
"088433","香港2X元大26購02","","3.05"
"088434","美指2X元大2A購02","0.30","0.34"
"088435","台泥元大25購01","2.24","2.28"
"088436","台達電元大25購01","2.57","2.94"
"088437","金寶元大25購01","","0.90"
"08843P","台積電元大23售63","1.18","1.30"
"088442","鈺齊元大25購01","1.19","1.08"
"088443","友達中信25購01","0.49","0.57"
"088445","台積電元富25購01","3.05","3.05"
"088446","台積電元富27購26","","5.01"
"088447","宏達電元富27購03","3.55","3.79"
"088448","AES元富27購01","3.80","4.31"
"08844P","慧洋元大23售03","0.37","0.55"
"088450","台積電麥證25購07","12.60","13.31"
"088451","台積電麥證27購06","4.15","4.24"
"088452","聯發科麥證25購01","6.90","9.74"
"088453","景碩麥證25購01","2.45","3.41"
"088454","矽力麥證25購01","","4.53"
"088455","台灣50群益25購03","","8.65"
"088456","東鹼群益25購01","1.49","1.65"
"088458","長榮航群益25購05","3.84","3.70"
"088459","台驊控群益25購01","3.43","3.80"
"088460","聯詠群益25購01","","7.00"
"088461","京鼎群益25購01","2.56","2.74"
"088462","啟碁群益25購01","","1.20"
"088463","AES群益25購01","3.40","3.61"
"088464","台達電康和25購01","1.81","1.99"
"088466","嘉澤康和25購01","5.10","4.59"
"088467","力智康和25購01","2.55","3.28"
"088468","台達電國泰26購02","2.46","2.62"
"088469","台灣50富邦25購04","3.56","3.57"
"088471","同欣電富邦26購01","1.37","1.31"
"088473","第一銅國票25購02","","2.61"
"088474","裕隆國票25購02","8.30","8.25"
"088475","長榮國票25購07","","3.46"
"088476","萬海國票25購04","","3.27"
"088477","嘉晶國票25購03","1.68","1.87"
"088478","揚明光國票25購01","2.10","2.50"
"088479","富邦媒國票25購01","","3.70"
"08847P","陽明統一23售14","0.52","0.58"
"088480","潤泰新國票25購02","2.51","3.00"
"088481","中興電康和25購01","","3.32"
"088482","聯電康和25購03","1.99","2.09"
"088483","聯發科康和25購03","2.81","3.76"
"088484","欣興康和26購02","","2.62"
"088486","聚陽永豐25購01","2.42","2.25"
"088487","智邦永豐25購01","1.22","1.15"
"088488","飛宏永豐25購02","1.88","2.09"
"088489","宏達電永豐25購02","2.35","2.51"
"08848P","順德元大24售01","","0.86"
"088490","嘉澤永豐25購01","2.51","2.33"
"088491","健策永豐25購01","2.22","2.10"
"088492","祥碩永豐25購01","2.09","2.43"
"088493","瑞儀永豐25購01","1.50","1.64"
"088494","同欣電永豐25購01","1.66","1.52"
"088495","緯穎永豐25購01","3.33","3.08"
"088496","AES永豐25購02","2.86","3.36"
"088497","鈺齊永豐25購02","1.50","1.41"
"088498","上証2X群益25購01","3.76","3.60"
"088499","美指2X群益26購01","0.55","0.66"
"08849P","萬海統一23售10","","0.53"
"088500","光罩群益26購01","","4.22"
"088501","健和興群益25購01","1.92","2.01"
"088502","大立光群益25購01","5.30","5.47"
"088503","奇鋐群益25購02","","2.36"
"088504","欣興群益25購02","1.62","1.99"
"088505","中磊群益25購01","1.42","1.41"
"088506","中租群益25購01","5.80","5.41"
"088508","道瓊反中信27購02","","0.33"
"08850P","中砂凱基24售01","0.60","0.62"
"088510","友達中信27購01","0.97","1.08"
"088511","AES中信25購01","2.16","2.36"
"088512","潤泰新中信25購02","1.71","1.83"
"088513","鴻海國泰26購02","0.65","0.72"
