股票代號,股票名稱,收盤價,月平均價
"087432","大立光凱基24購08","","2.53"
"087433","欣興凱基28購01","3.51","4.13"
"087434","明泰凱基25購01","1.38","1.50"
"087435","貿聯凱基26購02","0.92","0.94"
"087436","元晶凱基26購01","1.14","1.04"
"087437","緯穎凱基24購02","2.62","2.40"
"087438","元油反元大24購04","","1.21"
"087439","SGBR2X元大24購01","0.32","0.36"
"087440","FB越南元大26購01","0.67","0.72"
"087441","華新元大24購05","6.05","6.24"
"087442","鴻海元大24購11","0.91","1.06"
"087443","鴻海元大29購04","","1.19"
"087444","台積電元大29購09","","15.20"
"087445","台積電元大2A購06","3.95","3.94"
"087446","友訊元大24購01","","0.79"
"087447","燿華元大24購05","0.68","0.91"
"087448","怡利電元大24購01","0.64","0.72"
"087449","長榮元大24購24","","7.72"
"08744P","欣興國票24售02","","0.50"
"087450","長榮航元大24購22","2.06","2.06"
"087451","京鼎元大24購01","","1.07"
"087453","晶睿元大28購01","","3.79"
"087454","晶睿元大29購01","3.98","3.69"
"087455","貿聯元大24購04","0.85","0.84"
"087456","聯茂元大24購02","","4.33"
"087457","晶碩元大24購03","2.48","2.25"
"087458","晶碩元大28購01","2.86","2.70"
"087459","晶碩元大29購01","2.55","2.36"
"08745P","同欣電國票24售02","","1.19"
"087460","威鋒電元大24購04","","1.26"
"087461","滬深2X富邦26購01","","0.41"
"087462","元油反富邦25購02","0.69","0.86"
"087463","台達電富邦28購01","0.91","0.98"
"087464","台積電富邦28購02","1.46","1.49"
"087465","義隆富邦28購01","0.94","0.92"
"087466","元晶富邦26購01","","0.33"
"087468","中砂國票25購02","1.31","1.28"
"087469","台積電國票24購09","","4.35"
"08746P","陽明康和23售06","0.73","0.81"
"087470","台積電國票25購07","","3.93"
"087471","萬海國票25購02","1.81","1.89"
"087472","大立光國票25購02","","7.94"
"087473","景碩國票25購04","","2.83"
"087474","矽創國票25購03","","2.77"
"087475","南電國票25購01","","5.00"
"087476","世紀鋼康和24購01","","4.38"
"087477","華通永豐25購01","1.48","1.62"
"087479","光罩永豐25購01","","3.19"
"08747P","陽明統一24售02","1.17","1.22"
"087480","友達永豐25購01","","0.55"
"087481","群創永豐25購01","0.50","0.64"
"087482","合勤控永豐24購01","3.20","2.96"
"087483","台積電中信26購04","1.82","1.81"
"087484","台積電中信28購02","1.91","1.90"
"087485","台積電中信2A購01","1.58","1.59"
"087486","旺宏中信24購01","1.32","1.27"
"087487","燿華中信25購01","0.86","1.01"
"087488","潤泰新中信25購01","","1.01"
"08748P","萬海統一23售09","0.74","0.88"
"087491","長興元富24購01","1.60","1.89"
"087492","台積電元富24購05","1.89","2.26"
"087493","台積電元富24購06","3.00","3.19"
"087496","台積電麥證25購06","3.26","3.33"
"087499","臺股指麥證26購11","","2.28"
"087500","T50反1兆豐2C購02","","0.23"
"087501","友達兆豐25購01","0.68","0.80"
"087502","裕民兆豐26購01","","3.11"
"087503","新唐兆豐26購01","1.61","1.64"
"087505","台積電台新24購03","","15.20"
"087506","長榮統一29購06","4.61","4.73"
"087507","玉晶光統一27購01","2.04","2.11"
"087508","中興電群益25購01","1.70","1.28"
"087509","台積電群益24購06","","5.05"
"08750P","華新群益23售03","0.12","0.18"
"087510","智邦群益24購01","0.76","0.76"
"087511","金像電群益24購02","2.71","2.66"
"087512","聯詠群益24購01","","5.40"
"087513","晶睿群益24購03","5.60","4.79"
"087514","材料群益24購01","4.72","4.46"
"087515","材料群益24購02","2.59","2.43"
"087516","元晶群益24購03","","0.77"
"087517","臺股指群益24購15","4.61","4.82"
"087518","臺股指群益24購16","","3.84"
"08751P","華新群益23售04","","0.24"
"087520","滬深2X凱基24購05","","1.50"
"087521","滬深2X凱基26購04","1.94","1.80"
"087522","A50正2凱基25購01","1.75","1.63"
"087523","華新凱基24購04","","4.25"
"087524","上銀凱基24購03","2.30","2.37"
"087525","鴻海凱基28購01","1.43","1.54"
"087526","台光電凱基24購05","3.92","4.15"
"087527","飛宏凱基26購01","1.89","2.00"
"087528","長榮凱基28購01","1.16","1.17"
"087529","榮運凱基24購03","","1.35"
"08752P","台塑麥證24售02","","0.32"
"087530","長榮航凱基25購08","1.75","1.68"
"087531","大立光凱基24購09","","5.10"
"087532","大立光凱基24購10","","5.72"
"087533","京鼎凱基24購02","1.66","1.75"
"087534","晶睿凱基25購01","","4.82"
"087535","新唐凱基24購03","1.79","1.89"
"087536","晶碩凱基28購01","2.26","2.17"
"087537","威鋒電凱基24購03","","3.42"
"087539","臺股指凱基24購36","3.35","3.57"
"08753P","興農群益23售02","","0.08"
"087541","金融類凱基26購02","2.44","2.63"
"087542","上証2X富邦25購01","1.18","1.17"
"087543","台積電富邦2A購01","3.67","3.93"
"087544","元油反元大25購01","1.01","1.06"
"087545","華新元大24購06","4.68","4.75"
"087546","正新元大24購02","","0.98"
"087547","為升元大24購03","1.59","1.45"
"087548","為升元大29購01","1.97","1.82"
"087549","華通元大24購03","2.50","2.74"
"08754P","台積電群益23售14","","1.58"
"087550","鴻海元大24購13","0.40","0.47"
"087552","台積電元大29購10","","5.85"
"087554","金像電元大24購07","1.81","1.89"
"087556","長榮元大24購27","2.01","2.06"
"087557","長榮航元大24購24","3.55","3.46"
"087559","欣興元大24購21","","4.41"
"08755P","台光電群益23售02","","0.19"
"087560","新唐元大24購03","2.20","2.19"
"087561","立積元大24購02","1.26","1.40"
"087562","鈺齊元大24購02","0.65","0.67"
"087563","臺股指元大25購54","3.32","3.51"
"087565","臺股指元大25購56","2.04","2.08"
"087568","臺股指元大26購14","","2.02"
"087569","台灣50永豐25購01","","4.13"
"08756P","強茂群益23售02","0.90","1.16"
"087570","台積電永豐26購01","2.93","3.05"
"087571","長榮永豐24購01","0.77","0.80"
"087572","大立光永豐24購01","4.00","4.05"
"087574","台灣50國票24購08","","4.21"
"087575","中興電國票25購01","2.78","2.21"
"087576","金寶國票25購02","","0.53"
"087577","南亞科國票25購02","1.68","1.69"
"087578","欣興國票25購02","","3.58"
"087579","玉晶光國票24購05","1.69","1.81"
"08757P","致伸群益23售01","","1.04"
"087580","乙盛國票25購01","1.18","1.36"
"087581","中磊國票25購03","2.18","2.21"
"087583","臺股指國票25購16","","2.28"
"087584","宏達電統一25購04","1.52","1.61"
"087587","華通兆豐24購02","1.37","1.59"
"087588","台積電兆豐26購05","3.22","3.25"
"087589","台光電兆豐26購01","","2.18"
"08758P","祥碩群益24售01","0.94","0.94"
"087590","日月光兆豐26購01","3.06","3.11"
"087591","力智兆豐26購01","","1.83"
"087593","滬深2X群益24購02","1.88","1.78"
"087594","智能車群益26購01","1.91","2.05"
"087595","怡利電群益24購01","","1.98"
"087596","宏達電群益24購04","","2.95"
"087598","中砂中信24購01","0.88","0.89"
"087599","台達電中信25購01","0.87","0.93"
"087600","金寶中信24購01","0.62","0.67"
"087601","大立光中信24購04","3.27","3.25"
"087602","嘉聯益中信24購01","0.87","1.10"
"087603","元油反康和26購01","1.40","1.42"
"087604","華城康和26購01","1.95","1.79"
"087605","聯電康和2A購01","","7.15"
"087606","鴻海康和24購02","0.70","0.81"
"087607","台積電康和24購08","","3.90"
"087608","聯發科康和2A購01","3.80","4.50"
"087609","八方康和24購01","1.65","1.71"
"08760P","台積電國泰25售03","2.35","2.35"
"087610","大立光康和2A購01","4.33","4.36"
"087611","敦泰康和24購01","0.65","0.91"
"087613","台灣50元富24購02","","6.53"
"087614","滬深2X元富24購01","2.55","2.34"
"087615","A50正2元富24購01","1.11","1.05"
"087616","榮運元富24購01","","1.07"
"087617","大立光元富2A購03","5.60","5.38"
"087618","晶碩元富25購01","2.87","2.76"
"087619","愛普元富27購01","","2.42"
"08761P","台積電國泰25售04","1.70","1.81"
"087620","力積電元富24購02","","3.04"
"087622","台積電麥證26購04","14.50","15.19"
"087623","鈺齊麥證26購01","0.66","0.61"
"087624","T50反1凱基29購01","","0.19"
"087625","FB越南凱基2A購01","0.64","0.66"
"087626","為升凱基24購02","2.23","2.05"
"087628","台積電凱基25購18","","4.94"
"087629","瑞昱凱基24購04","3.75","3.85"
"08762P","陽明國泰25售02","","1.85"
"087630","南亞科凱基26購02","1.84","1.84"
"087631","宏達電凱基26購04","","2.38"
"087632","長榮凱基24購15","1.61","1.62"
"087633","慧洋凱基24購01","2.19","1.80"
"087635","大立光凱基28購03","5.80","5.70"
"087636","嘉晶凱基24購04","1.79","2.11"
"087637","合庫金凱基24購01","0.74","0.75"
"087638","臺股指凱基26購26","","4.03"
"087639","臺股指凱基26購27","","3.24"
"08763P","慧洋國泰25售01","0.73","0.92"
"087640","臺股指凱基26購28","4.47","4.53"
"087642","台灣50元大25購22","","3.56"
"087643","台灣50元大26購01","","3.31"
"087644","T50反1元大26購06","0.24","0.24"
"087645","T50反1元大26購07","","0.23"
"087646","T50反1元大27購04","","0.22"
"087647","T50反1元大28購05","","0.24"
"087648","華新元大24購07","4.32","4.42"
"087649","上銀元大24購04","1.86","2.00"
"087650","上銀元大24購05","2.13","2.13"
"087651","鴻海元大2A購03","0.54","0.57"
"087652","台積電元大29購11","","5.62"
"087653","台積電元大2A購08","4.89","4.74"
"087654","瑞昱元大24購01","","4.05"
"087655","友達元大24購05","1.11","1.32"
"087657","飛宏元大24購02","","1.66"
"087658","義隆元大24購04","","2.28"
"087659","晶華元大24購06","","3.60"
"08765P","緯穎國票24售01","0.25","0.31"
"087660","晶華元大29購01","3.29","3.36"
"087661","美食元大24購01","","2.02"
"087662","日月光元大24購02","5.45","5.67"
"087663","富邦媒元大24購01","2.34","2.50"
"087664","台灣50富邦26購03","2.48","2.69"
"087665","台亞富邦28購01","1.34","1.45"
"087666","正文富邦25購01","0.79","0.84"
"087668","旺宏第一28購01","","1.14"
"087669","南亞科第一26購01","0.77","0.74"
"08766P","聯電第一29售01","0.72","0.72"
"087670","香港2X國票25購04","","2.91"
"087671","智易國票25購01","2.19","2.44"
"087672","貿聯國票25購01","2.65","2.81"
"087673","同欣電國票25購01","","2.31"
"087674","萬海中信25購01","1.73","1.66"
"087675","大立光中信26購01","1.96","1.97"
"087676","晶技中信24購01","1.57","1.55"
"087678","鴻海國泰26購01","0.73","0.82"
"087679","台積電國泰27購01","","6.54"
"08767P","台積電凱基24售07","0.73","0.87"
"087680","台積電國泰27購02","","7.11"
"087681","潤泰新康和24購01","2.10","2.30"
"087682","金寶永豐25購01","0.53","0.55"
"087683","金像電永豐26購01","0.99","1.02"
"087684","愛普永豐25購02","","1.93"
"087685","晶心科永豐25購01","","3.61"
"087686","振樺電永豐25購01","0.58","0.72"
"087687","臺股指永豐25購03","3.74","3.74"
"087688","華通群益24購05","1.43","1.67"
"08768P","萬海凱基25售03","0.55","0.72"
"087691","友訊群益24購01","0.81","0.85"
"087692","義隆群益24購01","2.43","2.48"
"087693","強茂群益24購03","","11.45"
"087694","晶心科群益26購01","4.64","4.64"
"087695","鈺齊群益24購01","2.88","2.54"
"087696","臺股指群益25購01","8.80","8.45"
"087697","電子類群益25購01","4.40","4.49"
"087698","強茂兆豐25購02","","2.58"
"087699","健策兆豐24購02","1.10","1.08"
"08769P","大立光凱基23售07","0.04","0.06"
"087702","台積電統一29購03","2.31","2.33"
"087703","台積電統一2A購03","","4.00"
"087707","台灣50凱基2A購02","4.03","4.33"
"087708","元日2X凱基29購01","0.97","0.97"
"087709","統一凱基24購02","1.18","1.20"
"08770P","大立光凱基23售08","","0.77"
"087710","華新凱基25購06","","5.00"
"087711","台達電凱基26購03","2.23","2.35"
"087712","金寶凱基28購01","1.97","2.11"
"087713","台積電凱基24購17","","8.81"
"087714","台積電凱基2A購04","","5.50"
"087715","台積電凱基31購05","","8.46"
"087716","怡利電凱基25購03","1.66","1.83"
"087717","長榮航凱基25購09","3.07","2.88"
"087718","啟碁凱基24購03","","1.54"
"087719","晶心科凱基24購01","","5.35"
"08771P","愛普凱基23售03","","0.41"
"087720","臺股指凱基26購31","","4.35"
"087721","上銀法興24購02","1.84","1.94"
"087724","日月光法興24購02","","5.53"
"087725","大成鋼元富24購02","2.49","1.97"
"087726","台達電元富24購01","1.42","1.66"
"087727","旺宏元富26購01","3.15","3.09"
"087728","華邦電元富26購01","2.98","3.30"
"087729","南亞科元富27購01","2.00","1.96"
"08772P","聯電元大23售50","","0.61"
"087730","國泰金元富24購04","2.50","2.80"
"087731","聯詠元富24購03","4.51","4.38"
"087732","京鼎元富24購02","","2.42"
"087733","晶心科元富27購01","","5.22"
"087734","台塑麥證24購01","2.24","2.22"
"087735","萬海麥證24購01","2.46","2.38"
"087736","FB台半元大26購02","","2.08"
"087737","FB台半元大28購01","1.65","1.71"
"087738","華新元大2A購05","","8.75"
"087739","鴻海元大2A購04","","0.81"
"08773P","鴻海元大25售07","","0.62"
"087740","台積電元大29購12","","6.75"
"087741","台積電元大2A購09","4.63","4.50"
"087743","華碩元大24購02","","2.74"
"087744","南亞科元大24購02","","2.38"
"087745","友達元大24購06","","0.80"
"087746","友達元大29購03","0.93","1.02"
"087747","長榮元大2A購06","","2.97"
"087748","榮運元大24購03","1.67","1.85"
"087749","榮運元大29購01","","2.02"
"08774P","台積電元大23售61","0.19","0.25"
"087750","電子類元大24購03","","3.35"
"087751","電子類元大25購02","3.64","3.85"
"087752","金融類元大24購03","","2.16"
"087753","金融類元大25購02","1.73","1.86"
"087754","台積電富邦2A購02","3.11","3.21"
"087755","友達富邦26購01","0.44","0.51"
"087758","欣興第一25購01","","1.58"
"087760","大成鋼國票25購01","3.65","3.05"
"087762","台積電國票25購09","4.37","4.33"
"087763","台積電國票26購02","3.52","3.53"
"087764","建準國票25購02","2.53","2.47"
"087765","敦泰國票25購02","0.77","0.94"
"087766","潤泰新國票25購01","","2.69"
"087768","榮運兆豐26購01","1.04","1.07"
"087769","長榮航兆豐26購02","1.51","1.54"
"08776P","友達元富23售03","","1.38"
"087770","國泰金兆豐24購01","","1.71"
"087771","中信金兆豐25購01","","1.92"
"087773","威鋒電兆豐25購01","","2.20"
"087775","宏達電統一25購05","","1.25"
"087776","FB越南群益26購01","","0.64"
"087778","長榮航群益24購07","","3.06"
"087779","奇鋐群益24購02","1.38","1.42"
"08777P","聯發科元富23售05","","0.32"
"087781","京鼎群益24購01","1.89","2.20"
"087782","嘉澤群益24購02","3.01","2.67"
"087783","貿聯群益24購02","2.35","2.36"
"087784","新唐群益25購03","1.63","1.70"
"087785","矽格群益26購01","0.71","0.72"
"087786","南電群益25購01","","6.83"
"087788","臺股指群益2A購01","","7.20"
"087789","華航康和24購04","1.53","1.36"
"087790","長榮航康和24購06","","1.83"
"087791","T50反1永豐26購01","","0.14"
"087792","華新永豐24購01","3.97","3.90"
"087793","台積電永豐25購04","2.75","2.90"
"087794","佳世達永豐24購01","0.96","1.06"
"087795","台光電永豐24購01","3.16","3.29"
"087796","長榮航永豐24購04","2.16","2.02"
"087797","台勝科永豐25購02","1.21","1.37"
"087798","新唐永豐24購01","2.16","2.25"
"087799","台表科永豐25購01","1.97","1.94"
"08779P","旺宏麥證25售01","0.89","1.03"
"087800","康舒永豐25購01","0.97","0.94"
"087801","聯電麥證27購01","","4.30"
"087802","富邦金麥證24購02","3.65","3.77"
"087803","國泰金麥證24購02","2.26","2.91"
"087805","SGBR2X凱基28購06","","1.51"
"087806","東鹼凱基26購02","1.52","1.65"
"087807","金寶凱基25購02","","0.61"
"087808","華通凱基26購02","1.59","1.96"
"087809","台積電凱基2A購05","","5.52"
"08780P","貿聯元富23售01","","2.39"
"087810","台積電凱基2A購06","6.45","6.69"
"087811","凌陽凱基25購02","","1.97"
"087812","聯發科凱基29購05","8.75","9.47"
"087813","晶華凱基24購02","","4.89"
"087814","新唐凱基25購04","1.72","1.85"
"087815","AES凱基26購01","2.53","3.14"
"087817","新唐中信26購01","1.43","1.45"
"087818","聯電國泰26購01","","2.71"
"087819","T50反1元大28購06","0.25","0.25"
"08781P","群創中信23售03","0.43","0.41"
"087821","T50反1元大29購04","","0.27"
"087822","美指2X元大2A購01","0.24","0.27"
"087823","華新元大24購08","4.20","4.27"
"087824","鴻海元大2A購05","","1.14"
"087825","台積電元大29購13","","5.04"
"087826","台積電元大2A購10","","3.98"
"087827","友達元大24購07","","0.78"
"087828","友達元大24購08","0.72","0.86"
"087829","友達元大28購02","","0.86"
"08782P","道瓊2X群益23售01","0.54","0.57"
"087830","宏達電元大2A購01","2.00","2.08"
"087831","長榮元大2A購07","","2.34"
"087832","陽明元大24購16","1.77","1.80"
"087833","陽明元大29購01","","1.90"
"087834","華航元大24購15","2.73","2.48"
"087835","華航元大29購01","2.35","2.16"
"087836","長榮航元大24購27","3.24","3.00"
"087837","慧洋元大24購03","2.26","1.86"
"087838","玉山金元大24購01","","1.64"
"087839","玉山金元大24購02","","1.92"
"08783P","東陽群益23售02","1.12","1.40"
"087841","新光金元大26購01","0.89","0.92"
"087842","永豐金元大24購02","0.98","1.15"
"087843","嘉晶元大24購03","0.86","1.01"
"087844","群創元大24購02","","0.80"
"087845","力智元大24購02","","2.67"
"087846","力智元大24購03","1.99","2.38"
"087849","台勝科兆豐25購01","1.37","1.47"
"08784P","華新群益23售05","","0.27"
"087850","南亞科統一25購01","","1.14"
"087851","宏達電統一25購06","1.23","1.27"
"087852","三陽永豐24購01","1.06","1.16"
"087853","南亞科永豐25購01","0.74","0.72"
"087854","宏達電永豐24購03","","1.98"
"087855","玉晶光永豐25購01","2.44","2.55"
"087856","晶睿永豐25購03","5.45","5.46"
"087857","群創永豐24購01","0.21","0.26"
"087858","威鋒電永豐24購03","2.25","2.71"
"087859","富鼎永豐25購03","1.35","1.53"
"08785P","華邦電麥證24售01","","0.30"
"087860","T50反1中信28購01","0.36","0.37"
"087863","陽明中信24購01","1.52","1.55"
"087864","大立光中信27購01","2.86","2.76"
"087866","臺股指中信25購11","","2.31"
"087867","長榮航國泰26購03","2.35","2.21"
"087870","台灣50群益25購02","8.95","8.93"
"087871","A50正2群益26購01","1.57","1.58"
"087872","三陽群益24購01","","1.12"
"087874","台積電群益25購08","5.50","6.58"
"087875","長榮群益26購01","2.53","2.60"
"087876","長榮群益26購02","2.13","2.20"
"087877","長榮群益26購03","","2.40"
"087878","玉晶光群益24購01","2.33","2.35"
"087879","天鈺群益24購01","0.77","0.80"
"08787P","台積電元大24售31","0.05","0.06"
"087880","潤泰新群益24購01","1.95","2.28"
"087882","臺股指群益24購22","9.75","9.92"
"087887","滬深2X元富24購03","1.56","1.50"
"087888","美費半元富24購01","","2.56"
"087889","聯電元富24購09","2.71","2.92"
"08788P","台積電元大24售32","","0.36"
"087891","長榮元富27購06","1.18","1.19"
"087892","晶睿元富27購01","","3.94"
"087893","同欣電元富27購01","1.58","1.58"
"087894","宏達電麥證26購01","1.52","1.75"
"087895","中磊麥證24購01","1.46","1.45"
"087896","T50反1國票28購03","0.23","0.24"
"087897","T50反1國票29購02","","0.30"
"087898","允強國票25購02","","1.05"
"087899","光罩國票25購03","","8.30"
"08789P","創意元大25售07","","1.37"
"087901","飛宏國票25購01","1.91","1.98"
"087902","宏達電國票25購03","2.37","2.74"
"087903","長榮航國票24購07","2.85","2.81"
"087904","長榮航國票25購04","2.96","2.84"
"087905","拓凱國票25購01","","2.19"
"087906","振樺電國票25購01","0.77","0.96"
"087907","臺股指法興24購01","2.75","2.76"
"08790P","創意元大25售08","","1.67"
"087912","香港2X元大26購01","2.09","2.11"
"087913","道瓊反元大27購01","0.22","0.23"
"087914","中砂元大24購02","1.53","1.55"
"087915","東鹼元大27購01","","1.43"
"087916","台達電元大2A購01","2.16","2.26"
"087917","華通元大24購04","2.04","2.40"
"087918","台積電元大24購35","","5.20"
"087919","台積電元大24購36","3.63","3.76"
"08791P","創意元大25售10","1.85","1.90"
"087920","建準元大24購01","2.09","2.05"
"087921","宏達電元大26購02","2.05","2.15"
"087922","美食元大24購02","","3.41"
"087923","敦泰元大27購02","0.54","0.65"
"087924","新唐元大28購02","2.23","2.26"
"087925","天鈺元大26購01","1.18","1.15"
"087926","同欣電元大24購03","2.55","2.29"
"087927","富鼎元大27購01","1.21","1.32"
"087928","臺股指元大24購38","","2.14"
"08792P","中鴻群益25售01","0.14","0.26"
"087930","臺股指元大25購62","","2.50"
"087931","臺股指元大25購63","","2.47"
"087932","元黃金凱基28購01","","1.27"
"087933","三陽凱基24購01","2.23","2.42"
"087934","台積電凱基24購23","","6.68"
"087935","義隆凱基24購03","","2.85"
"087936","長榮凱基25購12","1.45","1.48"
"087937","健和興凱基24購02","1.73","1.78"
"087938","眾達凱基24購03","1.12","1.20"
"087939","乙盛凱基26購01","0.72","0.81"
"087940","中磊凱基24購04","1.49","1.50"
"087941","臺股指凱基26購32","4.56","4.40"
"087942","臺股指凱基26購33","","4.71"
"087943","臺股指凱基26購34","","5.23"
"087944","東鹼統一27購01","","1.12"
"087945","宏達電統一25購07","","1.35"
"087946","中興電國票25購02","","3.45"
"087947","華邦電國票25購01","1.55","1.70"
"087948","長榮國票25購04","1.63","1.70"
"087949","萬海國票25購03","2.38","2.20"
"08794P","聯電群益25售03","0.57","0.58"
"087951","眾達國票25購02","1.69","1.85"
"087952","元晶國票25購02","","1.44"
"087953","台積電兆豐26購06","2.62","2.46"
"087954","長榮兆豐26購02","1.76","1.71"
"087955","萬海兆豐26購02","1.69","1.64"
"087956","大立光元富27購02","3.91","3.87"
"087957","緯穎元富24購03","","4.55"
"087959","A50正2永豐24購01","","1.66"
"08795P","國巨群益23售02","","0.61"
"087960","允強永豐24購02","1.48","1.38"
"087961","聯電永豐25購01","1.83","1.97"
"087962","技嘉永豐24購01","4.00","3.06"
"087963","華航永豐25購02","1.29","1.12"
"087964","嘉晶永豐24購01","1.57","1.86"
"087965","玉晶光永豐27購01","1.91","2.03"
"087966","天鈺永豐25購01","0.90","0.90"
"087967","鈺齊永豐25購01","0.79","0.71"
"087968","元油反元大28購01","1.51","1.56"
"087969","中砂元大24購03","1.02","1.04"
"08796P","智邦群益23售05","","1.10"
"087970","台達電元大2A購02","1.96","2.02"
"087971","金寶元大24購03","0.95","1.02"
"087972","華通元大2A購01","2.20","2.34"
"087973","台積電元大29購14","4.67","4.73"
"087974","台積電元大2A購11","4.46","4.43"
"087975","台光電元大24購07","","3.20"
"087976","南亞科元大24購03","","1.57"
"087977","南亞科元大28購01","1.91","1.82"
"087978","宏達電元大2A購02","","1.96"
"087979","萬海元大24購15","2.14","2.19"
"08797P","宏碁群益24售01","","0.35"
"087980","萬海元大29購01","1.96","2.06"
"087981","奇鋐元大24購03","1.33","1.36"
"087982","玉晶光元大26購01","2.09","2.24"
"087983","晶睿元大24購06","5.25","4.95"
"087985","新唐元大24購05","1.65","1.71"
"087986","力積電元大24購02","2.23","2.71"
"087987","力積電元大29購01","2.29","2.52"
"087988","滬深2X中信26購01","1.41","1.41"
"087989","技嘉中信24購01","1.86","1.43"
"08798P","大立光群益23售11","","0.17"
"087990","長榮中信26購04","1.56","1.52"
"087991","中磊中信24購01","0.76","0.74"
"087992","南電中信24購02","2.03","2.30"
"087993","南電中信27購01","2.57","3.09"
"087995","道瓊反群益28購01","0.23","0.25"
"087996","元油反群益26購02","1.14","1.14"
"087997","友達群益24購03","","0.37"
"087998","偉詮電群益24購01","","3.98"
"087999","華航群益24購04","2.09","1.91"
"088000","華航群益24購05","1.39","1.26"
"088001","長榮航群益24購08","1.89","1.76"
"088002","晶睿群益24購04","4.72","4.40"
"088003","健策群益24購04","1.76","1.61"
"088005","世紀鋼群益24購01","","3.71"
"088006","聯電康和26購03","","4.03"
"088008","台積電康和26購02","3.52","3.66"
"088009","南亞科康和24購03","","0.60"
"08800P","群創群益23售03","","0.34"
"088010","聯詠康和26購01","2.39","2.16"
"088011","欣興康和26購01","2.14","2.52"
"088012","力積電康和24購01","2.49","2.83"
"088013","南電康和25購01","","5.85"
"088014","鴻海凱基24購09","0.87","1.03"
"088015","瑞昱凱基26購01","3.66","4.20"
"088016","南亞科凱基24購05","1.37","1.37"
"088017","大立光凱基26購01","3.45","3.51"
"088018","拓凱凱基25購01","1.41","1.33"
"088019","力智凱基24購01","2.16","2.50"
"08801P","新唐群益25售01","","0.79"
"088020","矽創凱基24購02","1.36","1.54"
"088023","裕隆國票25購01","11.60","11.09"
"088024","為升國票25購01","2.08","1.94"
"088025","鴻海國票27購01","0.80","0.92"
"088026","仲琦國票24購01","0.95","1.16"
"088027","晶睿國票25購02","","3.54"
"088028","智易國票25購02","1.78","2.13"
"088029","新唐國票25購05","1.84","1.85"
"08802P","威鋒電群益24售01","","0.62"
"088030","矽力國票25購01","","2.42"
"088031","矽創國票25購04","2.27","2.95"
"088032","振樺電國票25購02","","1.75"
"088033","電子類國票24購01","","3.67"
"088034","金融類國票24購01","3.56","3.82"
"088036","陽明康和24購01","0.93","1.00"
"088037","萬海康和24購01","1.49","1.52"
"088038","台泥永豐24購02","1.55","1.65"
"088039","義隆永豐25購01","1.91","1.80"
"08803P","力積電群益23售07","","0.90"
"088040","興富發永豐24購01","1.31","1.78"
"088041","華擎永豐24購02","","4.23"
"088042","智伸科永豐24購01","0.99","1.12"
"088043","元晶永豐24購01","1.00","0.99"
"088044","南茂永豐24購01","0.92","1.04"
"088045","潤泰新永豐25購01","1.59","1.70"
"088046","飛宏群益24購01","1.92","2.07"
"088047","台驊控群益24購02","2.62","3.29"
"088048","揚明光群益24購01","1.06","1.41"
"088049","臻鼎群益24購02","1.04","1.49"
"08804P","鴻海凱基26售03","","0.79"
"088050","啟碁群益24購01","0.65","1.02"
"088051","力智群益24購03","2.32","2.94"
"088052","長榮統一26購14","2.66","2.58"
"088053","上銀兆豐26購01","1.37","1.41"
"088054","南亞科兆豐26購01","1.10","1.07"
"088055","友達兆豐27購01","0.39","0.46"
"088056","奇鋐兆豐27購01","1.03","1.05"
"088057","華擎兆豐25購01","","3.77"
"088058","上証2X凱基25購02","1.25","1.25"
"088059","道瓊反凱基29購01","0.25","0.26"
"08805P","友達凱基24售03","","2.16"
"088060","為升凱基26購01","1.38","1.28"
"088061","華邦電凱基24購03","0.96","1.11"
"088062","宏達電凱基24購05","2.42","2.57"
"088063","景碩凱基24購02","1.71","2.31"
"088064","嘉澤凱基24購05","","3.80"
"088065","GIS凱基24購02","2.10","1.95"
"088066","AES凱基25購03","","3.47"
"088067","南電凱基25購05","4.16","4.74"
"088068","明基材凱基24購01","","2.52"
"088069","宏全凱基24購01","1.91","1.45"
"08806P","強茂凱基23售04","","0.72"
"088070","台積電麥證24購08","","11.98"
"088071","聯發科麥證26購01","1.72","2.26"
"088072","晶睿麥證24購02","3.21","3.01"
"088073","為升中信24購01","0.85","0.78"
"088074","宏達電中信25購02","","1.19"
"088075","鈺齊中信24購01","1.21","1.13"
"088076","華邦電富邦25購02","0.61","0.68"
"088077","萬海富邦25購02","0.80","0.78"
"088078","聯詠富邦24購01","1.83","1.68"
"088079","潤泰新富邦24購01","1.01","1.08"
"08807P","華航凱基25售03","","0.74"
"088081","美指2X元富2A購01","","0.36"
"088082","台積電元富27購16","1.94","2.12"
"088083","台積電元富27購17","3.59","3.66"
"088084","富邦金元富27購01","3.30","3.68"
"088085","玉山金元富27購01","1.36","1.41"
"088086","中信金元富27購02","1.44","1.58"
"088087","晶豪科元富26購01","1.72","1.96"
"08808P","台驊控凱基24售01","","0.64"
"088090","同欣電元富24購03","2.43","2.16"
"088091","GIS元富24購02","1.48","1.39"
"088093","鴻海元大2A購06","1.14","1.22"
"088095","台積電元大2A購12","","4.47"
"088096","旺宏元大24購03","2.20","2.22"
"088097","旺宏元大29購01","2.45","2.41"
"088098","華邦電元大24購03","","1.39"
"088099","微星元大24購04","","0.91"
"08809P","晶豪科凱基23售05","","0.35"
"088100","微星元大29購01","","1.03"
"088101","宏達電元大2A購03","1.95","2.04"
"088102","長榮元大2A購08","3.09","3.03"
"088103","八方元大24購01","","1.29"
